"StartTime","EndTime","EpisodeId","EventId","State","EventType","InjuriesDirect","InjuriesIndirect","DeathsDirect","DeathsIndirect","DamageProperty","DamageCrops","Source","BeginLocation","EndLocation","BeginLat","BeginLon","EndLat","EndLon","EpisodeNarrative","EventNarrative","StormSummary"
"2007-11-21 14:58:00.0000000","2007-11-21 14:59:00.0000000","11685","64255","MISSOURI","Hail","0","0","0","0","0","0","Law Enforcement","DONIPHAN","DONIPHAN","36.62","-90.82","36.62","-90.82","An isolated severe thunderstorm occurred in the vicinity of a cold front moving east across southeast Missouri.","","{""TotalDamages"":0,""StartTime"":""2007-11-21T14:58:00.0000000Z"",""EndTime"":""2007-11-21T14:59:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""MISSOURI""}}"
"2007-11-21 15:51:00.0000000","2007-11-21 15:52:00.0000000","11685","64256","MISSOURI","Funnel Cloud","0","0","0","0","0","0","Trained Spotter","NEELYVILLE","NEELYVILLE","36.57","-90.3739","36.57","-90.3739","An isolated severe thunderstorm occurred in the vicinity of a cold front moving east across southeast Missouri.","A trained spotter reported a funnel cloud and 45 to 50 mph winds.","{""TotalDamages"":0,""StartTime"":""2007-11-21T15:51:00.0000000Z"",""EndTime"":""2007-11-21T15:52:00.0000000Z"",""Details"":{""Description"":""A trained spotter reported a funnel cloud and 45 to 50 mph winds."",""Location"":""MISSOURI""}}"
"2007-11-05 08:44:00.0000000","2007-11-05 08:45:00.0000000","11686","64257","KENTUCKY","Hail","0","0","0","0","0","0","Trained Spotter","OWENSBORO","OWENSBORO","37.77","-87.12","37.77","-87.12","An isolated severe thunderstorm occurred ahead of a cold front that extended from central Illinois to southern Missouri.","Nickel-size hail was reported on the west side of Owensboro at the bypass and Highway 60 West. Dime-size hail fell downtown.","{""TotalDamages"":0,""StartTime"":""2007-11-05T08:44:00.0000000Z"",""EndTime"":""2007-11-05T08:45:00.0000000Z"",""Details"":{""Description"":""Nickel-size hail was reported on the west side of Owensboro at the bypass and Highway 60 West. Dime-size hail fell downtown."",""Location"":""KENTUCKY""}}"
"2007-12-23 02:20:00.0000000","2007-12-23 02:20:00.0000000","12682","69674","ILLINOIS","Thunderstorm Wind","0","0","0","0","0","0","Trained Spotter","WOODSTOCK","WOODSTOCK","42.32","-88.45","42.32","-88.45","A thin but powerful line of convection moved across northern Illinois during the early morning hours of December 23rd.  Despite only a few bolts of lightning, these storms produced widespread wind damage across many areas with wind gusts as high as 70 mph.","A tree was blown down blocking Mcconnell Road at Lily Pond.","{""TotalDamages"":0,""StartTime"":""2007-12-23T02:20:00.0000000Z"",""EndTime"":""2007-12-23T02:20:00.0000000Z"",""Details"":{""Description"":""A tree was blown down blocking Mcconnell Road at Lily Pond."",""Location"":""ILLINOIS""}}"
"2007-08-16 17:25:00.0000000","2007-08-16 17:29:00.0000000","10096","56130","KENTUCKY","Thunderstorm Wind","0","0","0","0","20000","0","Law Enforcement","SARDIS","SARDIS","38.5734","-83.95","38.5734","-83.95","Clusters of strong to severe thunderstorms developed during the afternoon along outflow boundaries from the early morning thunderstorms.","A mobile home was ripped from its foundation and had its roof removed.","{""TotalDamages"":20000,""StartTime"":""2007-08-16T17:25:00.0000000Z"",""EndTime"":""2007-08-16T17:29:00.0000000Z"",""Details"":{""Description"":""A mobile home was ripped from its foundation and had its roof removed."",""Location"":""KENTUCKY""}}"
"2007-08-16 17:46:00.0000000","2007-08-16 17:50:00.0000000","10096","56131","KENTUCKY","Thunderstorm Wind","0","0","0","0","3000","0","Law Enforcement","TOLLESBORO","TOLLESBORO","38.55","-83.57","38.55","-83.57","Clusters of strong to severe thunderstorms developed during the afternoon along outflow boundaries from the early morning thunderstorms.","Trees were knocked down.","{""TotalDamages"":3000,""StartTime"":""2007-08-16T17:46:00.0000000Z"",""EndTime"":""2007-08-16T17:50:00.0000000Z"",""Details"":{""Description"":""Trees were knocked down."",""Location"":""KENTUCKY""}}"
"2007-08-25 17:40:00.0000000","2007-08-25 17:40:00.0000000","10441","58110","NORTH CAROLINA","Thunderstorm Wind","0","0","0","0","0","0","County Official","FOREST CITY","FOREST CITY","35.2891","-81.8299","35.2891","-81.8299","Scattered severe storms affected western North Carolina during the late afternoon and evening hours.","Trees blown down in the Caroleen and Sandy Mush area.","{""TotalDamages"":0,""StartTime"":""2007-08-25T17:40:00.0000000Z"",""EndTime"":""2007-08-25T17:40:00.0000000Z"",""Details"":{""Description"":""Trees blown down in the Caroleen and Sandy Mush area."",""Location"":""NORTH CAROLINA""}}"
"2007-12-23 06:30:00.0000000","2007-12-23 06:30:00.0000000","12947","71566","MICHIGAN","Thunderstorm Wind","0","0","0","0","0","0","Trained Spotter","JACKSON","JACKSON","42.24","-84.4","42.24","-84.4","A narrow line of rain with embedded thunderstorms just ahead of an arctic cold front produced high wind gusts ranging from 50 to 78 mph.  This resulted in widespread power outages and reports of wind damage across central and southern lower Michigan.","A trained spotter reported a 52 knot wind gust in Jackson.","{""TotalDamages"":0,""StartTime"":""2007-12-23T06:30:00.0000000Z"",""EndTime"":""2007-12-23T06:30:00.0000000Z"",""Details"":{""Description"":""A trained spotter reported a 52 knot wind gust in Jackson."",""Location"":""MICHIGAN""}}"
"2007-08-09 15:10:00.0000000","2007-08-09 15:10:00.0000000","9855","55092","OHIO","Thunderstorm Wind","0","0","0","0","12000","0","Trained Spotter","TIRO","TIRO","40.9","-82.77","40.9","-82.77","A frontal boundary was oriented west to east across central Ohio. The surface frontal boundary, in combination with upper level atmospheric support, allowed for severe thunderstorms to develop across the region. Many of the thunderstorms that day were severe, and even a few tornadoes developed across northern Ohio.","Numerous large limbs were reported down.","{""TotalDamages"":12000,""StartTime"":""2007-08-09T15:10:00.0000000Z"",""EndTime"":""2007-08-09T15:10:00.0000000Z"",""Details"":{""Description"":""Numerous large limbs were reported down."",""Location"":""OHIO""}}"
"2007-12-21 08:55:00.0000000","2007-12-21 09:35:00.0000000","12455","69363","UTAH","Thunderstorm Wind","0","0","0","0","0","0","AWOS","(SGU)ST GEORGE MUNI","(SGU)ST GEORGE MUNI","37.08","-113.58","37.08","-113.58","A warm front brought precipitation to northern Utah beginning on the morning of December 20th, and then a vigorous cold front moved through the state that afternoon and night. Snow showers, including a lake effect band, lingered following the front. A cold upper level low settled over northeast Utah on the 21st, and lake effect bands continued over Tooele Valley into the morning of the 22nd.","In far southern Utah, thunderstorms developed from this system. The St. George AWOS recorded wind gusts associated with one of these thunderstorms of over 61 miles per hour on three straight observations, at 855, 915, and 935 MST.","{""TotalDamages"":0,""StartTime"":""2007-12-21T08:55:00.0000000Z"",""EndTime"":""2007-12-21T09:35:00.0000000Z"",""Details"":{""Description"":""In far southern Utah, thunderstorms developed from this system. The St. George AWOS recorded wind gusts associated with one of these thunderstorms of over 61 miles per hour on three straight observations, at 855, 915, and 935 MST."",""Location"":""UTAH""}}"
"2007-08-06 18:19:00.0000000","2007-08-06 18:19:00.0000000","6719","39781","IOWA","Thunderstorm Wind","0","0","0","0","0","0","Public","BENTLEY","BENTLEY","41.39","-95.62","41.39","-95.62","A complex of thunderstorms that produced severe thunderstorms over parts of eastern Nebraska during the morning and early afternoon hours of August 6 left an outflow boundary that aided in additional thunderstorm development that evening.  The storms developed from just northwest of Omaha to northeast of town across western Iowa.","","{""TotalDamages"":0,""StartTime"":""2007-08-06T18:19:00.0000000Z"",""EndTime"":""2007-08-06T18:19:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""IOWA""}}"
"2007-08-06 20:15:00.0000000","2007-08-06 20:15:00.0000000","6720","39782","NEBRASKA","Hail","0","0","0","0","0","0","Public","KENNARD","KENNARD","41.47","-96.1228","41.47","-96.1228","A complex of thunderstorms that produced severe thunderstorms over parts of eastern Nebraska during the morning and early afternoon hours of August 6 left an outflow boundary that aided in additional thunderstorm development that evening.  The storms developed from just northwest of Omaha to northeast of town across western Iowa.","","{""TotalDamages"":0,""StartTime"":""2007-08-06T20:15:00.0000000Z"",""EndTime"":""2007-08-06T20:15:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""NEBRASKA""}}"
"2007-08-30 14:00:00.0000000","2007-08-30 14:00:00.0000000","9514","53494","VERMONT","Hail","0","0","0","0","0","0","Public","WELLS RIVER","WELLS RIVER","44.15","-72.05","44.15","-72.05","A cold front moved through a warm and unstable airmass across southern and eastern Vermont during the afternoon of the 30th. A few widely scattered thunderstorms moved across the region with some isolated reports of large hail. Nickel size hail was reported in Wells River (Orange county) with quarter size hail reported in Benson (Rutland county).","Nickel size hail reported.","{""TotalDamages"":0,""StartTime"":""2007-08-30T14:00:00.0000000Z"",""EndTime"":""2007-08-30T14:00:00.0000000Z"",""Details"":{""Description"":""Nickel size hail reported."",""Location"":""VERMONT""}}"
"2007-08-20 08:20:00.0000000","2007-08-20 09:30:00.0000000","9856","55063","IOWA","Flash Flood","0","0","0","0","0","0","Emergency Manager","SPIRIT LAKE","SPIRIT LAKE","43.43","-95.1","43.43","-95.1","Thunderstorms produced heavy rain which caused flash flooding, as well as large hail and damaging winds, in 5 counties of northwest Iowa during the morning of August 20th.","Heavy rainfall cuased street and yard flooding in Spirit lake.","{""TotalDamages"":0,""StartTime"":""2007-08-20T08:20:00.0000000Z"",""EndTime"":""2007-08-20T09:30:00.0000000Z"",""Details"":{""Description"":""Heavy rainfall cuased street and yard flooding in Spirit lake."",""Location"":""IOWA""}}"
"2007-08-03 01:50:00.0000000","2007-08-03 01:50:00.0000000","10085","56083","NEW YORK","Thunderstorm Wind","0","0","0","0","15000","0","Newspaper","WATERTOWN","WATERTOWN","43.98","-75.92","43.98","-75.92","Strong thunderstorms over the eastern end of Lake Ontario moved onshore during the overnight hours. An isolated thunderstorm produced damaging winds, estimated approaching 60 mph, which downed trees and power lines in the south side of the City of Watertown.","","{""TotalDamages"":15000,""StartTime"":""2007-08-03T01:50:00.0000000Z"",""EndTime"":""2007-08-03T01:50:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""NEW YORK""}}"
"2007-08-03 15:33:00.0000000","2007-08-03 15:33:00.0000000","10086","56084","NEW YORK","Hail","0","0","0","0","8000","0","Trained Spotter","SANBORN","SANBORN","43.13","-78.9792","43.13","-78.9792","A weak cold front, accompanied by showers and thunderstorms, crossed the region during the afternoon hours. In Niagara County, the storms produced up to nickel-sized hail in Niagara Falls and Lewiston.","","{""TotalDamages"":8000,""StartTime"":""2007-08-03T15:33:00.0000000Z"",""EndTime"":""2007-08-03T15:33:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""NEW YORK""}}"
"2007-08-03 15:40:00.0000000","2007-08-03 15:40:00.0000000","10086","56085","NEW YORK","Hail","0","0","0","0","5000","0","Public","BERGHOLTZ","BERGHOLTZ","43.1","-78.92","43.1","-78.92","A weak cold front, accompanied by showers and thunderstorms, crossed the region during the afternoon hours. In Niagara County, the storms produced up to nickel-sized hail in Niagara Falls and Lewiston.","","{""TotalDamages"":5000,""StartTime"":""2007-08-03T15:40:00.0000000Z"",""EndTime"":""2007-08-03T15:40:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""NEW YORK""}}"
"2007-08-17 12:35:00.0000000","2007-08-17 12:35:00.0000000","7180","41303","PENNSYLVANIA","Thunderstorm Wind","0","0","0","0","0","0","Emergency Manager","HAMILTON PARK","HAMILTON PARK","40.04","-76.3","40.04","-76.3","A slow-moving cold front encountered a warm...moist and unstable airmass over east-central Pennsylvania during the early afternoon. Thunderstorms developed rapidly and produced large hail ranging from nickel to baseball size and damaging winds. Large hail covered the ground in several locations. In addition, hail ripped siding off of homes, put holes in slate roofs, dented hundreds of cars and broke numerous windshields.  Lycoming county emergency management estimated between $300,000 to $400,000 dollars in hail damage. Although some storms exhibited strong rotational signatures and funnel clouds were sighted, no tornadoes were confirmed.","Lancaster county emergency management reported trees down in County Park. This resulted in the closure of Rockford and Williamson roads.","{""TotalDamages"":0,""StartTime"":""2007-08-17T12:35:00.0000000Z"",""EndTime"":""2007-08-17T12:35:00.0000000Z"",""Details"":{""Description"":""Lancaster county emergency management reported trees down in County Park. This resulted in the closure of Rockford and Williamson roads."",""Location"":""PENNSYLVANIA""}}"
"2007-12-10 08:00:00.0000000","2007-12-10 13:00:00.0000000","11910","65321","KENTUCKY","Heavy Rain","0","0","0","0","0","0","Department of Highways","EDDYVILLE","EDDYVILLE","37.0934","-88.07","37.0934","-88.07","Widespread rain and isolated thunderstorms persisted for most of the night and into the early morning hours. The rain fell on nearly saturated ground, which caused some drainage problems for early morning commuters. Radar estimated hourly rainfall rates from one quarter to one half inch in pockets of heavy rain.","Kentucky Highway 1943 was closed between mile markers 3 and 4 due to high water.","{""TotalDamages"":0,""StartTime"":""2007-12-10T08:00:00.0000000Z"",""EndTime"":""2007-12-10T13:00:00.0000000Z"",""Details"":{""Description"":""Kentucky Highway 1943 was closed between mile markers 3 and 4 due to high water."",""Location"":""KENTUCKY""}}"
"2007-12-15 17:30:00.0000000","2007-12-15 19:30:00.0000000","12692","69820","KENTUCKY","Flood","0","0","0","0","0","0","Law Enforcement","TAYLORSVILLE","TAYLORSVILLE","38.0296","-85.3471","38.0269","-85.3409","A warm front over the Deep South, along with an upper level low crossing the lower Ohio Valley, produced heavy rains over central Kentucky. The ground had been saturated by rains over the previous days, so area flooding resulted over many areas.","West River Road was closed due to high water.","{""TotalDamages"":0,""StartTime"":""2007-12-15T17:30:00.0000000Z"",""EndTime"":""2007-12-15T19:30:00.0000000Z"",""Details"":{""Description"":""West River Road was closed due to high water."",""Location"":""KENTUCKY""}}"
"2007-12-16 19:00:00.0000000","2007-12-19 11:30:00.0000000","12690","69856","INDIANA","Flood","0","0","0","0","0","0","COOP Observer","TELL CITY","DERBY","37.9756","-86.7817","38.0284","-86.529","A warm frontal boundary over the Deep South worked together with an upper level low crossing the lower Ohio Valley to produce heavy rains over south central Indiana. With the ground still saturated by rains over the preceding days, flooding resulted over parts of the area.","The Ohio River at Tell City crested at 39.0 feet around 7 AM EST on December 18. Flood stage at Tell City is 38 feet. At this level, the river begins to overflow its banks above the gage. Indiana Highway 66 floods between Rome and Derby.","{""TotalDamages"":0,""StartTime"":""2007-12-16T19:00:00.0000000Z"",""EndTime"":""2007-12-19T11:30:00.0000000Z"",""Details"":{""Description"":""The Ohio River at Tell City crested at 39.0 feet around 7 AM EST on December 18. Flood stage at Tell City is 38 feet. At this level, the river begins to overflow its banks above the gage. Indiana Highway 66 floods between Rome and Derby."",""Location"":""INDIANA""}}"
"2007-08-30 14:15:00.0000000","2007-08-30 14:15:00.0000000","9514","53495","VERMONT","Hail","0","0","0","0","0","0","Trained Spotter","BENSON","BENSON","43.72","-73.32","43.72","-73.32","A cold front moved through a warm and unstable airmass across southern and eastern Vermont during the afternoon of the 30th. A few widely scattered thunderstorms moved across the region with some isolated reports of large hail. Nickel size hail was reported in Wells River (Orange county) with quarter size hail reported in Benson (Rutland county).","Quarter size hail reported.","{""TotalDamages"":0,""StartTime"":""2007-08-30T14:15:00.0000000Z"",""EndTime"":""2007-08-30T14:15:00.0000000Z"",""Details"":{""Description"":""Quarter size hail reported."",""Location"":""VERMONT""}}"
"2007-08-04 18:50:00.0000000","2007-08-04 18:50:00.0000000","6568","38231","NEBRASKA","Hail","0","0","0","0","0","0","Public","OAKDALE","OAKDALE","42.0488","-97.9415","42.0488","-97.9415","A slow moving and weak cold front triggered early evening convection over northeast Nebraska.  An isolated storm produced 3/4 inch hail.","","{""TotalDamages"":0,""StartTime"":""2007-08-04T18:50:00.0000000Z"",""EndTime"":""2007-08-04T18:50:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""NEBRASKA""}}"
"2007-08-16 16:50:00.0000000","2007-08-16 16:54:00.0000000","10096","56111","KENTUCKY","Thunderstorm Wind","0","0","0","0","3000","0","Law Enforcement","NEW LIBERTY","NEW LIBERTY","38.62","-84.9","38.62","-84.9","Clusters of strong to severe thunderstorms developed during the afternoon along outflow boundaries from the early morning thunderstorms.","Trees were knocked down.","{""TotalDamages"":3000,""StartTime"":""2007-08-16T16:50:00.0000000Z"",""EndTime"":""2007-08-16T16:54:00.0000000Z"",""Details"":{""Description"":""Trees were knocked down."",""Location"":""KENTUCKY""}}"
"2007-08-16 16:50:00.0000000","2007-08-16 16:54:00.0000000","10096","56112","KENTUCKY","Thunderstorm Wind","0","0","0","0","3000","0","Law Enforcement","MONTEREY","MONTEREY","38.42","-84.87","38.42","-84.87","Clusters of strong to severe thunderstorms developed during the afternoon along outflow boundaries from the early morning thunderstorms.","A few trees were knocked down.","{""TotalDamages"":3000,""StartTime"":""2007-08-16T16:50:00.0000000Z"",""EndTime"":""2007-08-16T16:54:00.0000000Z"",""Details"":{""Description"":""A few trees were knocked down."",""Location"":""KENTUCKY""}}"
"2007-08-16 16:40:00.0000000","2007-08-16 16:44:00.0000000","10096","56113","KENTUCKY","Hail","0","0","0","0","3000","0","Trained Spotter","RIBOLT","RIBOLT","38.5122","-83.52","38.5122","-83.52","Clusters of strong to severe thunderstorms developed during the afternoon along outflow boundaries from the early morning thunderstorms.","A few trees were also downed.","{""TotalDamages"":3000,""StartTime"":""2007-08-16T16:40:00.0000000Z"",""EndTime"":""2007-08-16T16:44:00.0000000Z"",""Details"":{""Description"":""A few trees were also downed."",""Location"":""KENTUCKY""}}"
"2007-08-16 17:05:00.0000000","2007-08-16 17:09:00.0000000","10096","56116","KENTUCKY","Thunderstorm Wind","0","0","0","0","6000","0","Law Enforcement","BROOKSVILLE","BROOKSVILLE","38.68","-84.07","38.68","-84.07","Clusters of strong to severe thunderstorms developed during the afternoon along outflow boundaries from the early morning thunderstorms.","Trees and power lines were downed across the county.","{""TotalDamages"":6000,""StartTime"":""2007-08-16T17:05:00.0000000Z"",""EndTime"":""2007-08-16T17:09:00.0000000Z"",""Details"":{""Description"":""Trees and power lines were downed across the county."",""Location"":""KENTUCKY""}}"
"2007-08-16 17:12:00.0000000","2007-08-16 17:16:00.0000000","10096","56121","KENTUCKY","Thunderstorm Wind","0","0","0","0","6000","0","Law Enforcement","MAYSVILLE","MAYSVILLE","38.65","-83.75","38.65","-83.75","Clusters of strong to severe thunderstorms developed during the afternoon along outflow boundaries from the early morning thunderstorms.","Trees and power lines were downed across the county.","{""TotalDamages"":6000,""StartTime"":""2007-08-16T17:12:00.0000000Z"",""EndTime"":""2007-08-16T17:16:00.0000000Z"",""Details"":{""Description"":""Trees and power lines were downed across the county."",""Location"":""KENTUCKY""}}"
"2007-08-16 17:25:00.0000000","2007-08-16 17:33:00.0000000","10096","56128","KENTUCKY","Thunderstorm Wind","0","0","0","0","25000","0","Law Enforcement","GARDNERSVILLE","BUTLER","38.77","-84.5","38.78","-84.37","Clusters of strong to severe thunderstorms developed during the afternoon along outflow boundaries from the early morning thunderstorms.","Two barns sustained minor damage.  A tree fell through a house along State Route 467, causing minor structural damage.  A swing set cemented into the ground at a home along State Route 17 was pulled out and flipped.","{""TotalDamages"":25000,""StartTime"":""2007-08-16T17:25:00.0000000Z"",""EndTime"":""2007-08-16T17:33:00.0000000Z"",""Details"":{""Description"":""Two barns sustained minor damage.  A tree fell through a house along State Route 467, causing minor structural damage.  A swing set cemented into the ground at a home along State Route 17 was pulled out and flipped."",""Location"":""KENTUCKY""}}"
"2007-08-07 22:20:00.0000000","2007-08-07 22:20:00.0000000","6723","39784","IOWA","Heavy Rain","0","0","0","0","0","0","Emergency Manager","CLARINDA","CLARINDA","40.73","-95.03","40.73","-95.03","A stationary front extended across extreme southeast Nebraska and southwest Iowa during the afternoon of August 7th.  Conditions along and south of the boundary were very unstable with temperatures well into the 90s and dew point temperatures in the mid and upper 70s.  Scattered thunderstorms...a few severe with heavy rain...developed along and north of the boundary.","Rainfall of 2.54 inches in around 1 hour produced some street flooding in Clarinda.","{""TotalDamages"":0,""StartTime"":""2007-08-07T22:20:00.0000000Z"",""EndTime"":""2007-08-07T22:20:00.0000000Z"",""Details"":{""Description"":""Rainfall of 2.54 inches in around 1 hour produced some street flooding in Clarinda."",""Location"":""IOWA""}}"
"2007-08-07 15:30:00.0000000","2007-08-07 15:30:00.0000000","6724","39785","NEBRASKA","Hail","0","0","0","0","0","0","Public","JOHNSON","JOHNSON","40.2899","-96","40.2899","-96","A stationary front extended across extreme southeast Nebraska and southwest Iowa during the afternoon of August 7th.  Conditions along and south of the boundary were very unstable with temperatures well into the 90s and dew point temperatures in the mid and upper 70s.  Scattered thunderstorms...a few severe with heavy rain...developed along and north of the boundary.","","{""TotalDamages"":0,""StartTime"":""2007-08-07T15:30:00.0000000Z"",""EndTime"":""2007-08-07T15:30:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""NEBRASKA""}}"
"2007-08-20 15:09:00.0000000","2007-08-20 15:13:00.0000000","10053","55924","OHIO","Thunderstorm Wind","0","0","0","0","3000","0","Emergency Manager","WASHINGTON COURT HOU","WASHINGTON COURT HOU","39.53","-83.43","39.53","-83.43","Isolated strong to severe thunderstorms developed during the afternoon.","Trees were knocked down.","{""TotalDamages"":3000,""StartTime"":""2007-08-20T15:09:00.0000000Z"",""EndTime"":""2007-08-20T15:13:00.0000000Z"",""Details"":{""Description"":""Trees were knocked down."",""Location"":""OHIO""}}"
"2007-12-21 08:10:00.0000000","2007-12-21 08:11:00.0000000","12215","67068","FLORIDA","Tornado","0","0","0","0","15000","0","Newspaper","NORTH NAPLES","NORTH NAPLES","26.2388","-81.8208","26.2394","-81.8137","A squall line ahead of a cold front over the eastern Gulf of Mexico spawned a waterspout which moved onshore along the northern Collier County coast.","A waterspout moved onshore along Pelican Bay's North Beach, causing damage to several structures at the Sandpiper Restaurant. The awning covering the restaurant's outdoor dining area was partially ripped off and part of its metal frame was damaged. Lounge chairs were thrown through several of the restaurant's windows, with chairs and beach umbrellas observed as far inland as Pelican Bay Boulevard, about a half-mile inland. ||Five vertical propane heaters were destroyed, and a 5-foot by 8-foot section of the roof was damaged.","{""TotalDamages"":15000,""StartTime"":""2007-12-21T08:10:00.0000000Z"",""EndTime"":""2007-12-21T08:11:00.0000000Z"",""Details"":{""Description"":""A waterspout moved onshore along Pelican Bay's North Beach, causing damage to several structures at the Sandpiper Restaurant. The awning covering the restaurant's outdoor dining area was partially ripped off and part of its metal frame was damaged. Lounge chairs were thrown through several of the restaurant's windows, with chairs and beach umbrellas observed as far inland as Pelican Bay Boulevard, about a half-mile inland. ||Five vertical propane heaters were destroyed, and a 5-foot by 8-foot section of the roof was damaged."",""Location"":""FLORIDA""}}"
"2007-08-20 13:09:00.0000000","2007-08-20 13:14:00.0000000","10053","55926","OHIO","Thunderstorm Wind","0","0","0","0","10000","0","Law Enforcement","BELLE CENTER","BELLE CENTER","40.4422","-83.75","40.4422","-83.75","Isolated strong to severe thunderstorms developed during the afternoon.","A barn collapsed from the thunderstorm winds.  Trees were knocked down as well.","{""TotalDamages"":10000,""StartTime"":""2007-08-20T13:09:00.0000000Z"",""EndTime"":""2007-08-20T13:14:00.0000000Z"",""Details"":{""Description"":""A barn collapsed from the thunderstorm winds.  Trees were knocked down as well."",""Location"":""OHIO""}}"
"2007-08-16 16:40:00.0000000","2007-08-16 16:44:00.0000000","10096","56108","KENTUCKY","Thunderstorm Wind","0","0","0","0","4000","0","Law Enforcement","MENTOR","MENTOR","38.88","-84.23","38.88","-84.23","Clusters of strong to severe thunderstorms developed during the afternoon along outflow boundaries from the early morning thunderstorms.","Four trees were knocked down along Short Cut Road.","{""TotalDamages"":4000,""StartTime"":""2007-08-16T16:40:00.0000000Z"",""EndTime"":""2007-08-16T16:44:00.0000000Z"",""Details"":{""Description"":""Four trees were knocked down along Short Cut Road."",""Location"":""KENTUCKY""}}"
"2007-08-16 17:00:00.0000000","2007-08-16 17:04:00.0000000","10096","56110","KENTUCKY","Thunderstorm Wind","0","0","0","0","5000","0","Trained Spotter","NAPOLEON","NAPOLEON","38.75","-84.78","38.75","-84.78","Clusters of strong to severe thunderstorms developed during the afternoon along outflow boundaries from the early morning thunderstorms.","Five trees were knocked down.","{""TotalDamages"":5000,""StartTime"":""2007-08-16T17:00:00.0000000Z"",""EndTime"":""2007-08-16T17:04:00.0000000Z"",""Details"":{""Description"":""Five trees were knocked down."",""Location"":""KENTUCKY""}}"
"2007-12-26 15:12:00.0000000","2007-12-26 15:17:00.0000000","12755","70159","LOUISIANA","Tornado","0","0","0","0","25000","0","Emergency Manager","CROZIER","CROZIER","29.53","-90.75","29.53","-90.75","Isolated strong to severe thunderstorms affected areas of southeast Louisiana as a strong upper level disturbance moved across the lower Mississippi Valley.","A weak tornado briefly touched down causing minor to moderate damage to five houses and two mobile homes. The damage to the houses was mainly to the roofs. A shed was also destroyed. The tornado traveled across Mark Street and Melvin Street off of Bayou Dularge Road.","{""TotalDamages"":25000,""StartTime"":""2007-12-26T15:12:00.0000000Z"",""EndTime"":""2007-12-26T15:17:00.0000000Z"",""Details"":{""Description"":""A weak tornado briefly touched down causing minor to moderate damage to five houses and two mobile homes. The damage to the houses was mainly to the roofs. A shed was also destroyed. The tornado traveled across Mark Street and Melvin Street off of Bayou Dularge Road."",""Location"":""LOUISIANA""}}"
"2007-12-28 04:13:00.0000000","2007-12-28 04:13:00.0000000","12699","69789","ALABAMA","Hail","0","0","0","0","25000","0","Law Enforcement","TUSCUMBIA","TUSCUMBIA","34.73","-87.7","34.73","-87.7","Isolated strong to severe thunderstorms containing hail moved across portions of northwest Alabama during the early morning hours of the 28th.  Hail up to nickel sized was reported.","Hail up to penny sized covered the ground.","{""TotalDamages"":25000,""StartTime"":""2007-12-28T04:13:00.0000000Z"",""EndTime"":""2007-12-28T04:13:00.0000000Z"",""Details"":{""Description"":""Hail up to penny sized covered the ground."",""Location"":""ALABAMA""}}"
"2007-11-05 17:18:00.0000000","2007-11-05 19:50:00.0000000","11603","63790","HAWAII","Heavy Rain","0","0","0","0","0","0","Official NWS Observations","KAHUKU","WAIMANALO","21.68","-157.95","21.35","-157.72","A kona low initially developed north of Hawaii and generated showers, thunderstorms, and drenching rain across much of the state.  The system caused flash flooding in a couple of instances.  Damage estimates were not available. There were no reports of serious injuries.","","{""TotalDamages"":0,""StartTime"":""2007-11-05T17:18:00.0000000Z"",""EndTime"":""2007-11-05T19:50:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""HAWAII""}}"
"2007-12-26 14:13:00.0000000","2007-12-26 14:13:00.0000000","13137","72608","LOUISIANA","Thunderstorm Wind","0","0","0","0","10000","0","Law Enforcement","STERLING JCT","STERLING JCT","29.8","-91.51","29.8","-91.51","A severe thunderstorm in St. Mary Parish blew a roof off a home and knocked some trees down.","A roof was blown off a house and some trees were downed.","{""TotalDamages"":10000,""StartTime"":""2007-12-26T14:13:00.0000000Z"",""EndTime"":""2007-12-26T14:13:00.0000000Z"",""Details"":{""Description"":""A roof was blown off a house and some trees were downed."",""Location"":""LOUISIANA""}}"
"2007-12-15 08:15:00.0000000","2007-12-15 08:15:00.0000000","13138","72609","TEXAS","Thunderstorm Wind","0","0","0","0","5000","0","Utility Company","MAGNOLIA SPGS","MAGNOLIA SPGS","30.77","-94.06","30.77","-94.06","As a cold front moved across the region, a couple of thunderstorms became severe and caused wind damage in Jasper and Tyler County.","A tree was blown down on power lines on County Road 351.","{""TotalDamages"":5000,""StartTime"":""2007-12-15T08:15:00.0000000Z"",""EndTime"":""2007-12-15T08:15:00.0000000Z"",""Details"":{""Description"":""A tree was blown down on power lines on County Road 351."",""Location"":""TEXAS""}}"
